"author","deterministic_author","fuzzy_author","fuzzy_author_score","distilbert_author","distilbert_author_score"
"Kypke, Georg David, 1724-1779.","","","0.0","{'authorized_name': 'künstle, karl, 1859-1932', 'author_id': 'A6240'}","0.18915009498596191"
"Thiers, Jean Baptiste, 1636-1703","","","0.0","{'authorized_name': 'thou, jacques-auguste de, 1553-1617', 'author_id': 'A4086'}","0.9377181529998779"
"Majus, Johann Heinrich, 1663-1719.","","","0.0","{'authorized_name': 'jan, ludwig von 1807-1869', 'author_id': 'A3483'}","0.7011024355888367"
"Majus, Johann Heinrich, 1663-1719.","","","0.0","{'authorized_name': 'jan, ludwig von 1807-1869', 'author_id': 'A3483'}","0.7011024355888367"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Bodin, Jean , 1530-1596.","{'authorized_name': 'bodin, jean, 1530-1596', 'author_id': 'A4074'}","{'authorized_name': 'bodin, jean, 1530-1596', 'author_id': 'A4074'}","1.0","{'authorized_name': 'bodin, jean, 1530-1596', 'author_id': 'A4074'}","0.9999946355819702"
"Tirinus, Jacobus (S.I.), 1580-1636.","","","0.0","{'authorized_name': 'stieröxel, istván, approximately 1485-1519', 'author_id': 'A4205'}","0.6080619692802429"
"Tirinus, Jacobus (S.I.), 1580-1636.","","","0.0","{'authorized_name': 'stieröxel, istván, approximately 1485-1519', 'author_id': 'A4205'}","0.6080619692802429"
"Caussin, Nicolas, (S.I.), 1583-1651.","{'authorized_name': 'caussin, nicolas, 1583-1651', 'author_id': 'A4009'}","{'authorized_name': 'caussin, nicolas, 1583-1651', 'author_id': 'A4009'}","1.0","{'authorized_name': 'caussin, nicolas, 1583-1651', 'author_id': 'A4009'}","0.9999815225601196"
"Tacquet, André (S.I.), 1612-1660.","","","0.0","{'authorized_name': 'thomas, antoine, 1644-1709', 'author_id': 'A3188'}","0.6820395588874817"
"Vázquez de Menchaca, Fernando.","","","0.0","{'authorized_name': 'escribano, alonso, active 1567-1577', 'author_id': 'A6154'}","0.3810720443725586"
"Pío II, Papa, 1405-1464.","","","0.0","{'authorized_name': 'pius ii, pope', 'author_id': 'A4776'}","0.4439837336540222"
"Plinio Segundo, Cayo, 23-79 d.C.","","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","0.9411764705882352","{'authorized_name': 'pliny, the elder', 'author_id': 'A5537'}","0.9999651908874512"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Iglesia católica. Papa (1740-1758 : Benedicto XIV)","","","0.0","{'authorized_name': 'gregory xiii, pope, 1502-1585', 'author_id': 'A5578'}","0.9637797474861145"
"Goebel, Severin.","","","0.0","{'authorized_name': 'gozechin', 'author_id': 'A5209'}","0.7304843664169312"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Fabricius, Johann Albert 1668-1736.","{'authorized_name': 'fabricius, johann albert, 1668-1736', 'author_id': 'A5982'}","{'authorized_name': 'fabricius, johann albert, 1668-1736', 'author_id': 'A5982'}","1.0","{'authorized_name': 'fabricius, johann albert, 1668-1736', 'author_id': 'A5982'}","0.9999685287475586"
"Boecio, Anicio Manlio Torcuato Severino","","","0.0","{'authorized_name': 'boethius, -524', 'author_id': 'A5469'}","0.9998887777328491"
"Beroaldo, Filippo, 1453-1505.","{'authorized_name': 'beroaldo, filippo, 1453-1505', 'author_id': 'A4095'}","{'authorized_name': 'beroaldo, filippo, 1453-1505', 'author_id': 'A4095'}","1.0","{'authorized_name': 'beroaldo, filippo, 1453-1505', 'author_id': 'A4095'}","0.9999845027923584"
"Lorenzo Justiniano, Santo, 1381-1456.","","","0.0","{'authorized_name': 'lawrence, of novara', 'author_id': 'A5070'}","0.25392210483551025"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Lipsius, Justus, 1547-1606.","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","1.0","{'authorized_name': 'lipsius, justus, 1547-1606', 'author_id': 'A4194'}","0.9999904632568359"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Sanleolini, Sebastiano","","","0.0","{'authorized_name': 'calepino, ambrogio, 1435-1511', 'author_id': 'A4051'}","0.6804741621017456"
"Constantino, Manuel, m.1614","","","0.0","{'authorized_name': 'constantine, the african, approximately 1020-1087', 'author_id': 'A4463'}","0.15255898237228394"
"Constantino, Manuel, m.1614","","","0.0","{'authorized_name': 'constantine, the african, approximately 1020-1087', 'author_id': 'A4463'}","0.15255898237228394"
"Constantino, Manuel, m.1614","","","0.0","{'authorized_name': 'constantine, the african, approximately 1020-1087', 'author_id': 'A4463'}","0.15255898237228394"
"Constantino, Manuel, m.1614","","","0.0","{'authorized_name': 'constantine, the african, approximately 1020-1087', 'author_id': 'A4463'}","0.15255898237228394"
"Benci, Francesco, 1542-1594","{'authorized_name': 'benci, francesco, 1542-1594', 'author_id': 'A4077'}","{'authorized_name': 'benci, francesco, 1542-1594', 'author_id': 'A4077'}","1.0","{'authorized_name': 'benci, francesco, 1542-1594', 'author_id': 'A4077'}","0.9999924898147583"
"Cujas, Jacques, 1522-1590.","","","0.0","{'authorized_name': 'nicholas, of cusa, cardinal, 1401-1464', 'author_id': 'A5712'}","0.6231101155281067"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Germonio, Anastasio, 1551-1627","","","0.0","{'authorized_name': 'anastasius, the librarian', 'author_id': 'A5103'}","0.7315191626548767"
"Silvestri, Franceschi de', 1474-1528","","","0.0","{'authorized_name': 'silvestri, domenico', 'author_id': 'A5721'}","0.999460756778717"
"Fine, Oronce.","","","0.0","{'authorized_name': 'orosius, paulus', 'author_id': 'A5036'}","0.637972891330719"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Ceruti, Federico, 1532-1611","","","0.0","{'authorized_name': 'ceva, tommaso, 1648-1737', 'author_id': 'A4018'}","0.5494987368583679"
"Glareanus, Henricus.","","","0.0","{'authorized_name': 'grimald, nicholas, 1519-1562', 'author_id': 'A3986'}","0.742365837097168"
"Negri, Francesco, ca.1450-1510","","","0.0","{'authorized_name': 'epicuro, marcantonio, 1472-1555', 'author_id': 'A3012'}","0.17359012365341187"
"Cardano, Girolamo, 1501-1576.","{'authorized_name': 'cardano, girolamo, 1501-1576', 'author_id': 'A5596'}","{'authorized_name': 'cardano, girolamo, 1501-1576', 'author_id': 'A5596'}","1.0","{'authorized_name': 'cardano, girolamo, 1501-1576', 'author_id': 'A5596'}","0.9998555183410645"
"Vazquez de Menchaca, Fernando de.","","","0.0","{'authorized_name': 'gonzález téllez, manuel, -1649', 'author_id': 'A3366'}","0.5229065418243408"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Majoragio, Marco Antonio, 1514-1555.","","","0.0","{'authorized_name': 'marineo, lucio', 'author_id': 'A3811'}","0.17757420241832733"
"Bernardo, Santo, 1090-1153.","","","0.0","{'authorized_name': 'bernard, of clairvaux, saint', 'author_id': 'A5377'}","0.9658530950546265"
"Núñez de Guzmán, Hernán.","","","0.0","{'authorized_name': 'ignatius, of loyola, saint, 1491-1556', 'author_id': 'A3716'}","0.6493456363677979"
"Núñez de Guzmán, Hernán.","","","0.0","{'authorized_name': 'ignatius, of loyola, saint, 1491-1556', 'author_id': 'A3716'}","0.6493456363677979"
"Cano, Melchor (O.P.), 1509-1560.","","{'authorized_name': 'cano, melchor, 1509?-1560', 'author_id': 'A4265'}","1.0","{'authorized_name': 'cano, melchor, 1509?-1560', 'author_id': 'A4265'}","0.9999889135360718"
"Cano, Melchor (O.P.), 1509-1560.","","{'authorized_name': 'cano, melchor, 1509?-1560', 'author_id': 'A4265'}","1.0","{'authorized_name': 'cano, melchor, 1509?-1560', 'author_id': 'A4265'}","0.9999889135360718"
"Buenaventura de San Agustín, (Jer.)","","","0.0","{'authorized_name': 'bonaventure, saint, cardinal, approximately 1217-1274', 'author_id': 'A4379'}","0.9829584956169128"
"Erasmus, Desiderius, 1467-1536.","{'authorized_name': 'erasmus, desiderius', 'author_id': 'A4743'}","{'authorized_name': 'erasmus, desiderius', 'author_id': 'A4743'}","1.0","{'authorized_name': 'erasmus, desiderius', 'author_id': 'A4743'}","0.9999959468841553"
"Martorelli, Orazio Giacomo.","","","0.0","{'authorized_name': 'di meletto rossi, checco, 1320-1363', 'author_id': 'A3018'}","0.15083175897598267"
"Draud, Georg, 1573-1630.","","","0.0","{'authorized_name': 'draxe, thomas, -1618', 'author_id': 'A3967'}","0.9654486775398254"
"Livio, Tito, ca. 60-17 a. C.","","","0.0","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9999704360961914"
"Livio, Tito, ca. 60-17 a. C.","","","0.0","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9999704360961914"
"Livio, Tito, ca. 60-17 a. C.","","","0.0","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9999704360961914"
"Livio, Tito, ca. 60-17 a. C.","","","0.0","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9999704360961914"
"Livio, Tito, ca. 60-17 a. C.","","","0.0","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9999704360961914"
"Livio, Tito, ca. 60-17 a. C.","","","0.0","{'authorized_name': 'livy', 'author_id': 'A4979'}","0.9999704360961914"
"Sigonio, Carlo.","","","0.0","{'authorized_name': 'sigonio, carlo, 1524?-1584', 'author_id': 'A3778'}","0.9999842643737793"
"Sigonio, Carlo, 1524-1584.","{'authorized_name': 'sigonio, carlo, 1524?-1584', 'author_id': 'A3778'}","{'authorized_name': 'sigonio, carlo, 1524?-1584', 'author_id': 'A3778'}","1.0","{'authorized_name': 'sigonio, carlo, 1524?-1584', 'author_id': 'A3778'}","0.999983549118042"
"Du Bellay, Martin.","","","0.0","{'authorized_name': 'du bellay, jean, 1498?-1560', 'author_id': 'A3948'}","0.9847294688224792"
"Heuter, Pontus, 1535-1602.","","","0.0","{'authorized_name': 'pontianus africanus', 'author_id': 'A4893'}","0.5718008875846863"
"Apuleyo, Lucio, 125-180 d. C.","","","0.0","{'authorized_name': 'apuleius', 'author_id': 'A5463'}","0.9999814033508301"
"Curcio Rufo, Quinto.","","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9090909090909091","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9301186203956604"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Apuleyo, Lucio, 125-180 d. C.","","","0.0","{'authorized_name': 'apuleius', 'author_id': 'A5463'}","0.9999814033508301"
"Catón, Marco Porcio (Mayor)","","","0.0","{'authorized_name': 'cato, marcus porcius', 'author_id': 'A4678'}","0.8411694169044495"
"Paladio, Rutilio Tauro Emiliano.","","","0.0","{'authorized_name': 'palladius, bishop of aspuna', 'author_id': 'A5039'}","0.9983468055725098"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Cicerón, Marco Tulio, 106-43 a.C.","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","1.0","{'authorized_name': 'cicero, marcus tullius', 'author_id': 'A5129'}","0.9999673366546631"
"Glareanus, Henricus.","","","0.0","{'authorized_name': 'grimald, nicholas, 1519-1562', 'author_id': 'A3986'}","0.742365837097168"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Plinio Cecilio Segundo, Cayo, 62-114 d.C.","","","0.0","{'authorized_name': 'pliny, the younger', 'author_id': 'A4904'}","0.9999819993972778"
"Quintiliano, Marco Fabio.","","","0.0","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999221563339233"
"Rooy, Anthony de ca. 1724-1806.","","","0.0","{'authorized_name': 'riguez, robert, 1647-1725', 'author_id': 'A6037'}","0.2509509325027466"
"Curcio Rufo, Quinto.","","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9090909090909091","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9301186203956604"
"Quintiliano, Marco Fabio.","","","0.0","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999221563339233"
"Quintiliano, Marco Fabio.","","","0.0","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999221563339233"
"Quintiliano, Marco Fabio.","","","0.0","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999221563339233"
"Tácito, Cayo Cornelio.","","","0.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999532699584961"
"Tácito, Cayo Cornelio.","","","0.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999532699584961"
"Tácito, Cayo Cornelio.","","","0.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999532699584961"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9999865293502808"
"Carbone de Costacciaro, Lodovico.","","","0.0","{'authorized_name': 'fontana, agostino', 'author_id': 'A3434'}","0.1949906349182129"
"Colonia, Dominique de, (S.I.), 1660-1741.","","","0.0","{'authorized_name': 'lucian, of antioch, saint, -312', 'author_id': 'A3126'}","0.6320351362228394"
"Tácito, Cayo Cornelio.","","","0.0","{'authorized_name': 'tacitus, cornelius', 'author_id': 'A4796'}","0.9999532699584961"
"Varrón, Marco Terencio.","","","0.0","{'authorized_name': 'varro, marcus terentius', 'author_id': 'A4504'}","0.9611400961875916"
"Floro, Lucio Anneo.","","","0.0","{'authorized_name': 'florus, lucius annaeus', 'author_id': 'A5047'}","0.9992082715034485"
"Reis, António dos, (C.O.), 1690-1738.","","","0.0","{'authorized_name': 'marinus, active 5th century', 'author_id': 'A3162'}","0.8473763465881348"
"Suetonio Tranquilo, Cayo.","","","0.0","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","0.9999620914459229"
"Verrio Flaco, Marco.","","","0.0","{'authorized_name': 'verrius flaccus, marcus', 'author_id': 'A3559'}","0.9990624785423279"
"Virgilio Marón, Publio, 70-19 a. C.","{'authorized_name': 'virgil', 'author_id': 'A4830'}","{'authorized_name': 'virgil', 'author_id': 'A4830'}","1.0","{'authorized_name': 'virgil', 'author_id': 'A4830'}","0.9999865293502808"
"Suetonio Tranquilo, Cayo.","","","0.0","{'authorized_name': 'suetonius, approximately 69-approximately 122', 'author_id': 'A4799'}","0.9999620914459229"
"Quintiliano, Marco Fabio.","","","0.0","{'authorized_name': 'quintilian', 'author_id': 'A5545'}","0.9999221563339233"
"Meurs, Jan van, 1579-1639.","","","0.0","{'authorized_name': 'meurs, johannes van, 1579-1639', 'author_id': 'A6019'}","0.9999737739562988"
"Floro, Lucio Anneo.","","","0.0","{'authorized_name': 'florus, lucius annaeus', 'author_id': 'A5047'}","0.9992082715034485"
"Floro, Lucio Anneo.","","","0.0","{'authorized_name': 'florus, lucius annaeus', 'author_id': 'A5047'}","0.9992082715034485"
"Unknown","","","0.0","{'authorized_name': 'alan, of tewkesbury', 'author_id': 'A4551'}","0.11027003079652786"
"Arthus, Gotthard.","","","0.0","{'authorized_name': 'bergomas, andreas', 'author_id': 'A4346'}","0.12551578879356384"
"Arthus, Gotthard.","","","0.0","{'authorized_name': 'bergomas, andreas', 'author_id': 'A4346'}","0.12551578879356384"
"Furmerius, Bernard Gerbrands, 1542-1616.","","","0.0","{'authorized_name': 'andreas, bernard, active 1500', 'author_id': 'A4126'}","0.22839130461215973"
"Buonamici, Castruccio, 1710-1761.","","","0.0","{'authorized_name': 'bonvesin, da la riva, approximately 1250-1314?', 'author_id': 'A3032'}","0.20883415639400482"
"Buonamici, Castruccio, 1710-1761.","","","0.0","{'authorized_name': 'bonvesin, da la riva, approximately 1250-1314?', 'author_id': 'A3032'}","0.20883415639400482"
"Buonamici, Castruccio, 1710-1761.","","","0.0","{'authorized_name': 'bonvesin, da la riva, approximately 1250-1314?', 'author_id': 'A3032'}","0.20883415639400482"
"Buonamici, Castruccio, 1710-1761.","","","0.0","{'authorized_name': 'bonvesin, da la riva, approximately 1250-1314?', 'author_id': 'A3032'}","0.20883415639400482"
"Willughbeii, Francisci","","","0.0","{'authorized_name': 'roberts, charles, 1803-1897', 'author_id': 'A3302'}","0.41180986166000366"
"Spiegel, Adriaan van den, 1578-1625.","","","0.0","{'authorized_name': 'jansenius, cornelius, 1585-1638', 'author_id': 'A4203'}","0.5756435990333557"
"Zacchia, Paolo.","","","0.0","{'authorized_name': 'zenobi, da strada, 1312-1361', 'author_id': 'A2946'}","0.4955255389213562"
"Zacchia, Paolo.","","","0.0","{'authorized_name': 'zenobi, da strada, 1312-1361', 'author_id': 'A2946'}","0.4955255389213562"
"Mercado, Luis.","","","0.0","{'authorized_name': 'acosta, josé de, 1540-1600', 'author_id': 'A5598'}","0.43213802576065063"
"Della Porta, Giovan Battista, 1535?-1615.","","","0.0","{'authorized_name': 'pigna, giovan battista, 1529-1575', 'author_id': 'A2952'}","0.4648793339729309"
"Le Paulmier de Grentemesnil, Julien.","","","0.0","{'authorized_name': 'paterius', 'author_id': 'A4873'}","0.2401120960712433"
"Julio Obsequens.","","","0.0","{'authorized_name': 'obsequens, julius', 'author_id': 'A5175'}","0.9999858140945435"
"Della Porta, Giovan Battista, 1535?-1615.","","","0.0","{'authorized_name': 'pigna, giovan battista, 1529-1575', 'author_id': 'A2952'}","0.4648793339729309"
"Neri, Antonio, 1576-1614","","","0.0","{'authorized_name': 'antonius, monk, disciple of simeon stylites, active 470', 'author_id': 'A3129'}","0.5569189786911011"
"Neri, Antonio, 1576-1614","","","0.0","{'authorized_name': 'antonius, monk, disciple of simeon stylites, active 470', 'author_id': 'A3129'}","0.5569189786911011"
"La Ramée, Pierre de, 1515-1572","","","0.0","{'authorized_name': 'ram, p. f. x. (pierre françois xavier de), 1804-1865', 'author_id': 'A3403'}","0.9996908903121948"
"Croll, Oswald.","","","0.0","{'authorized_name': 'adler, elmer, 1884-1962', 'author_id': 'A6146'}","0.3640348017215729"
"Botallo, Leonardo.","","","0.0","{'authorized_name': 'bottoni, bernardo, -1266', 'author_id': 'A4370'}","0.6432924270629883"
"Baglivi, Giorgio.","","","0.0","{'authorized_name': ""de' bambaglioli, graziolo, approximately 1291-approximately 1340"", 'author_id': 'A5714'}","0.9622568488121033"
"Lister, Martin, 1638?-1712.","{'authorized_name': 'lister, martin, 1638?-1712', 'author_id': 'A5964'}","{'authorized_name': 'lister, martin, 1638?-1712', 'author_id': 'A5964'}","1.0","{'authorized_name': 'lister, martin, 1638?-1712', 'author_id': 'A5964'}","0.9999864101409912"
"Baillou, Guillaume de, 1538-1616","","","0.0","{'authorized_name': 'william, of conches, 1080-approximately 1150', 'author_id': 'A5542'}","0.6588838696479797"
"Baillou, Guillaume de, 1538-1616","","","0.0","{'authorized_name': 'william, of conches, 1080-approximately 1150', 'author_id': 'A5542'}","0.6588838696479797"
"Baillou, Guillaume de, 1538-1616","","","0.0","{'authorized_name': 'william, of conches, 1080-approximately 1150', 'author_id': 'A5542'}","0.6588838696479797"
"Zacutus Lusitanus, 1575-1642.","","","0.0","{'authorized_name': 'zacchaeus christianus', 'author_id': 'A4843'}","0.8829262256622314"
"Zacutus Lusitanus, 1575-1642.","","","0.0","{'authorized_name': 'zacchaeus christianus', 'author_id': 'A4843'}","0.8829262256622314"
"Zacutus Lusitanus, 1575-1642.","","","0.0","{'authorized_name': 'zacchaeus christianus', 'author_id': 'A4843'}","0.8829262256622314"
"Zacutus Lusitanus, 1575-1642.","","","0.0","{'authorized_name': 'zacchaeus christianus', 'author_id': 'A4843'}","0.8829262256622314"
"Vega, Cristobal de.","","","0.0","{'authorized_name': 'vega, garcilaso de la', 'author_id': 'A4712'}","0.996769905090332"
"Gorris, Jean de Gorris, 1505-1577","","","0.0","{'authorized_name': 'gobi, jean, active 1323-1350', 'author_id': 'A3669'}","0.9143627285957336"
"Ramon Llull, Beato, 1232?-1315.","","{'authorized_name': 'llull, ramon, 1232?-1316', 'author_id': 'A4362'}","0.9090909090909091","{'authorized_name': 'llull, ramon, 1232?-1316', 'author_id': 'A4362'}","0.999991774559021"
"Vallés, Francisco, 1524-1592.","","","0.0","{'authorized_name': 'valla, lorenzo, 1407-1457', 'author_id': 'A3786'}","0.9569180607795715"
"Bacci, Andrea, 1524-1600.","","","0.0","{'authorized_name': ""de' bambaglioli, graziolo, approximately 1291-approximately 1340"", 'author_id': 'A5714'}","0.2888854444026947"
"Tordera, Vicente","","","0.0","{'authorized_name': 'johannes, de rupescissa, approximately 1300-approximately 1365', 'author_id': 'A5623'}","0.50235915184021"
"Foreest, Pieter van.","","","0.0","{'authorized_name': 'nannius, petrus, 1500-1557', 'author_id': 'A3896'}","0.44334691762924194"
"Foreest, Pieter van.","","","0.0","{'authorized_name': 'nannius, petrus, 1500-1557', 'author_id': 'A3896'}","0.44334691762924194"
"Schenck von Grafenberg, Johannes.","","","0.0","{'authorized_name': 'cochlaeus, johannes, 1479-1552', 'author_id': 'A4316'}","0.1498684585094452"
"Scholtz, Lorenz, 1552-1599.","","","0.0","{'authorized_name': 'vossius, gerardus joannes, 1577-1649', 'author_id': 'A3771'}","0.39014747738838196"
"Maroja Latorre, Cipriano de.","","","0.0","{'authorized_name': 'marrasio, giovanni, approximately 1404-1452', 'author_id': 'A3860'}","0.3163696229457855"
"Maroja Latorre, Cipriano de.","","","0.0","{'authorized_name': 'marrasio, giovanni, approximately 1404-1452', 'author_id': 'A3860'}","0.3163696229457855"
"Liceti, Fortunio, 1577-1657.","","","0.0","{'authorized_name': 'tribraco, gaspare, 1439-approximately 1493', 'author_id': 'A3761'}","0.2584111988544464"
"Freitag, Johannes","","","0.0","{'authorized_name': 'freinsheim, johann, 1608-1660', 'author_id': 'A6025'}","0.9449787735939026"
"Alsario della Croce, Vincenzo, 1576-1631.","","","0.0","{'authorized_name': ""benzo, d'alessandria, active 1300-1330"", 'author_id': 'A4311'}","0.29744017124176025"
"Hoefer, Wolfgang, 1614-1661","","","0.0","{'authorized_name': 'meurer, wolfgang, 1513-1585', 'author_id': 'A6251'}","0.6691049933433533"
"Paschetti, Bartolomeo.","","","0.0","{'authorized_name': 'pascoli, giovanni', 'author_id': 'A4749'}","0.35774168372154236"
"Schneider, Konrad Victor, 1614-1680.","","","0.0","{'authorized_name': 'schneider, engelbert, 1857-1892', 'author_id': 'A5655'}","0.9947708249092102"
"Colutio, Francisco.","","","0.0","{'authorized_name': 'salutati, coluccio, 1331-1406', 'author_id': 'A3818'}","0.689606785774231"
"Bauhin, Caspar","","","0.0","{'authorized_name': 'bauhuis, bernard', 'author_id': 'A4134'}","0.6526973843574524"
"Vallés, Francisco, 1524-1592.","","","0.0","{'authorized_name': 'valla, lorenzo, 1407-1457', 'author_id': 'A3786'}","0.9569180607795715"
"Albertini, Hannibal.","","","0.0","{'authorized_name': 'mussato, albertino, 1261-1329', 'author_id': 'A4375'}","0.516423761844635"
"Stoll, Maximilian.","","","0.0","{'authorized_name': 'spengel, leonhard von, 1803-1880', 'author_id': 'A6095'}","0.5348621010780334"
"Neucrantz, Paul, 1605-1671.","","","0.0","{'authorized_name': 'andré, de neufchâteau, active 14th century', 'author_id': 'A4170'}","0.8023698925971985"
"Baron, Hyacinthe Théodore, 1686-1758.","","","0.0","{'authorized_name': 'cuvier, georges, baron, 1769-1832', 'author_id': 'A3385'}","0.6926549077033997"
"Haën, Anton Von, 1704-1776.","","","0.0","{'authorized_name': 'franz, johannes, 1804-1851', 'author_id': 'A6096'}","0.3484303653240204"
"Haën, Anton Von, 1704-1776.","","","0.0","{'authorized_name': 'franz, johannes, 1804-1851', 'author_id': 'A6096'}","0.3484303653240204"
"Scarpa, Antonio.","","","0.0","{'authorized_name': 'epicuro, marcantonio, 1472-1555', 'author_id': 'A3012'}","0.19698593020439148"
"Scarpa, Antonio.","","","0.0","{'authorized_name': 'epicuro, marcantonio, 1472-1555', 'author_id': 'A3012'}","0.19698593020439148"
"Orosio, Paulo, n. 390?-m. 418?","","","0.0","{'authorized_name': 'orosius, paulus', 'author_id': 'A5036'}","0.9999740123748779"
"Bolzanio, Urbano, ca. 1443-1524.","","","0.0","{'authorized_name': 'urban viii, pope, 1568-1644', 'author_id': 'A4118'}","0.3314756155014038"
"Loescher, Valentin Ernst, 1674-1749","","","0.0","{'authorized_name': 'friedersdorff, f. (franz), 1846-1911?', 'author_id': 'A3520'}","0.26232147216796875"
"Macedo, Francisco de Santo Agostinho de, (O.F.M.)","","","0.0","{'authorized_name': 'macarius, of alexandria, saint, active 4th century', 'author_id': 'A4279'}","0.571957528591156"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Horacio Flaco, Quinto, 65-8 a. C.","","","0.0","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.8038725852966309"
"Horacio Flaco, Quinto, 65-8 a. C.","","","0.0","{'authorized_name': 'horace', 'author_id': 'A4876'}","0.8038725852966309"
"Ovidio Nasón, Publio, 43 a.C.-17 d.C.","","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9473684210526316","{'authorized_name': 'ovid, 43 b.c.-17 a.d. or 18 a.d.', 'author_id': 'A5522'}","0.9999855756759644"
"Curcio Rufo, Quinto.","","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9090909090909091","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9301186203956604"
"Curcio Rufo, Quinto.","","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9090909090909091","{'authorized_name': 'curtius rufus, quintus', 'author_id': 'A4602'}","0.9301186203956604"
